ClassName,WMC,DIT,NOC,CBO,RFC,LCOM,Ca,Ce,NPM,LCOM3,LOC,DAM,MOA,MFA,CAM,IC,CBM,AMC ,CBO/WMC/LCO
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0101001.SC0101001RC,7,2,0,1,10,13,0,1,4,0.7917,107,0.375,6,0.75,0.3333,1,1,13.1429,0.001335113
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0101001.SC0101001Req,58,1,0,2,64,1395,0,2,57,0.913,1460,1,0,0,0.4943,1,1,23.7241,2.36E-05
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0101001.SC0101001Res,1,2,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0.25
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0102001.SC0102001,7,1,0,17,62,19,0,17,4,0.8333,330,1,0,0,0.2917,0,0,46,0.007359307
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0102001.SC0102001Controller,2,1,0,2,5,1,0,2,2,2,11,0,0,0,0.75,0,0,4.5,0.090909091
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0102001.SC0102001RC,7,2,0,1,10,13,0,1,4,0.7917,107,0.375,6,0.75,0.3333,1,1,13.1429,0.001335113
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0102001.SC0102001Req,16,1,0,2,22,72,0,2,15,0.68,305,1,0,0,0.4792,1,1,17.75,0.000409836
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0102001.SC0102001Res,1,2,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0.25
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0103001.SC0103001,4,1,0,17,45,4,0,17,2,0.6667,151,1,0,0,0.8333,0,0,36.5,0.028145695
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0103001.SC0103001Controller,2,1,0,2,5,1,0,2,2,2,11,0,0,0,0.75,0,0,4.5,0.090909091
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0103001.SC0103001RC,7,2,0,1,10,13,0,1,4,0.7857,94,0.4286,5,0.75,0.3333,1,1,11.4286,0.001519757
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0103001.SC0103001Req,12,1,0,2,18,38,0,2,11,0.5758,195,1,0,0,0.4722,1,1,15,0.000854701
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0103001.SC0103001Res,1,2,0,1,2,0,0,1,1,2,4,0,0,1,1,0,0,3,0.25
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0104001.SC0104001,4,1,0,17,74,4,0,17,2,0.6667,207,1,0,0,0.8333,0,0,50.5,0.020531401
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0104001.SC0104001Controller,2,1,0,2,5,1,0,2,2,2,11,0,0,0,0.75,0,0,4.5,0.090909091
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0104001.SC0104001RC,7,2,0,1,10,13,0,1,4,0.7917,107,0.375,6,0.75,0.3333,1,1,13.1429,0.001335113
,,,,,,,,,,,,,,,,,,,
com.ntou.svc.SC0104001.SC0104001Req,36,1,0,2,42,482,0,2,35,0.859,855,1,0,0,0.4907,1,1,22.3333,6.50E-05
